chrom	midpoint	midpoint+1	c-w sum	c-w distance	replicate id
chr12	830734	830735	10.0	27	2
chr12	830918	830919	6.0	29	2
chr12	898962	898963	21.0	17	2
chr12	898981	898982	35.0	21	2
chr12	903199	903200	11.0	34	2
chr12	903229	903230	16.0	17	2
chr12	924706	924707	87.0	30	2
chr12	934294	934295	10.0	28	2
chr12	1012684	1012685	18.0	32	2
chr12	1064560	1064561	20.0	20	2
chr12	1064915	1064916	173.0	24	2
chr12	1064998	1064999	263.0	35	2
chr12	1065021	1065022	98.0	31	2
chr12	1065115	1065116	11.0	25	2
chr11	20942	20943	63.0	19	2
chr11	21128	21129	18.0	32	2
chr11	71119	71120	16.0	18	2
chr11	155440	155441	17.0	28	2
chr11	171400	171401	13.0	21	2
chr11	173699	173700	13.0	20	2
chr11	174079	174080	27.0	27	2
chr11	174100	174101	10.0	29	2
chr11	219765	219766	13.0	30	2
chr11	245357	245358	25.0	17	2
chr11	245517	245518	33.0	35	2
chr11	277687	277688	15.0	17	2
chr11	282429	282430	10.0	33	2
chr11	321425	321426	10.0	29	2
chr11	326650	326651	15.0	25	2
chr11	326866	326867	19.0	18	2
chr11	339168	339169	8.0	29	2
chr11	352736	352737	5.0	31	2
chr11	382658	382659	44.0	25	2
chr11	391803	391804	7.0	36	2
chr11	391892	391893	5.0	26	2
chr11	391986	391987	18.0	27	2
chr11	392004	392005	12.0	21	2
chr11	437394	437395	8.0	23	2
chr11	440690	440691	17.0	21	2
chr11	444960	444961	16.0	35	2
chr11	451049	451050	301.0	20	2
chr11	462642	462643	10.0	20	2
chr11	468489	468490	83.0	24	2
chr11	482926	482927	17.0	24	2
chr11	493360	493361	34.0	29	2
chr11	493468	493469	10.0	28	2
chr11	562045	562046	49.0	33	2
chr11	567288	567289	8.0	28	2
chr11	579989	579990	9.0	20	2
chr11	619262	619263	4.0	37	2
chr11	665973	665974	10.0	30	2
chr10	60371	60372	27.0	27	2
chr10	68857	68858	9.0	18	2
chr10	73716	73717	8.0	27	2
chr10	83298	83299	15.0	21	2
chr10	137143	137144	18.0	23	2
chr10	137998	137999	5.0	34	2
chr10	159749	159750	17.0	34	2
chr10	187857	187858	10.0	36	2
chr10	187938	187939	32.0	29	2
chr10	192285	192286	23.0	29	2
chr10	204714	204715	16.0	17	2
chr10	207341	207342	11.0	30	2
chr10	223348	223349	6.0	19	2
chr10	223740	223741	18.0	22	2
chr10	223789	223790	8.0	18	2
chr10	223921	223922	10.0	34	2
chr10	223944	223945	15.0	20	2
chr10	228529	228530	5.0	21	2
chr10	241712	241713	43.0	23	2
chr10	265201	265202	17.0	22	2
chr10	339460	339461	34.0	18	2
chr10	359928	359929	58.0	34	2
chr10	359950	359951	33.0	24	2
chr10	378616	378617	13.0	24	2
chr10	403025	403026	12.0	21	2
chr10	432445	432446	9.0	31	2
chr10	432457	432458	10.0	25	2
chr10	445793	445794	17.0	19	2
chr10	450832	450833	6.0	28	2
chr10	455196	455197	36.0	30	2
chr10	521768	521769	4.0	22	2
chr10	543052	543053	5.0	24	2
chr10	570340	570341	10.0	17	2
chr10	576678	576679	11.0	21	2
chr10	585959	585960	88.0	19	2
chr10	594268	594269	5.0	27	2
chr10	598340	598341	5.0	37	2
chr10	615428	615429	7.0	23	2
chr10	615631	615632	15.0	20	2
chr10	624491	624492	11.0	21	2
chr10	648653	648654	10.0	30	2
chr10	649644	649645	16.0	27	2
chr10	663482	663483	14.0	19	2
chr10	683537	683538	16.0	31	2
chr10	683750	683751	19.0	33	2
chr10	683918	683919	6.0	32	2
chr16	32947	32948	16.0	31	2
chr16	38622	38623	9.0	28	2
chr16	39009	39010	13.0	22	2
chr16	49214	49215	6.0	22	2
chr16	67287	67288	21.0	24	2
chr16	67325	67326	6.0	37	2
chr16	100263	100264	24.0	17	2
chr16	116929	116930	41.0	27	2
chr16	138458	138459	11.0	20	2
chr16	188020	188021	14.0	35	2
chr16	203099	203100	18.0	31	2
chr16	205177	205178	14.0	31	2
chr16	205238	205239	7.0	33	2
chr16	212206	212207	5.0	21	2
chr16	231062	231063	6.0	30	2
chr16	264904	264905	13.0	19	2
chr16	271971	271972	14.0	27	2
chr16	280335	280336	18.0	24	2
chr16	309868	309869	20.0	24	2
chr16	309910	309911	35.0	31	2
chr16	322036	322037	14.0	25	2
chr16	340114	340115	19.0	30	2
chr16	340277	340278	21.0	21	2
chr16	370539	370540	5.0	37	2
chr16	409184	409185	12.0	26	2
chr16	413142	413143	32.0	21	2
chr16	425290	425291	7.0	37	2
chr16	431751	431752	48.0	23	2
chr16	444571	444572	6.0	28	2
chr16	450889	450890	9.0	17	2
chr16	450992	450993	31.0	27	2
chr16	454388	454389	6.0	31	2
chr16	454512	454513	17.0	20	2
chr16	499463	499464	273.0	26	2
chr16	499513	499514	15.0	20	2
chr16	499621	499622	48.0	24	2
chr16	517041	517042	15.0	19	2
chr16	542196	542197	22.0	19	2
chr16	593769	593770	15.0	23	2
chr16	614838	614839	9.0	37	2
chr16	627194	627195	14.0	37	2
chr16	627219	627220	17.0	25	2
chr16	627387	627388	9.0	22	2
chr16	627439	627440	55.0	27	2
chr16	627588	627589	16.0	24	2
chr16	641281	641282	17.0	28	2
chr16	641308	641309	18.0	32	2
chr16	643689	643690	18.0	28	2
chr16	666321	666322	6.0	35	2
chr16	667656	667657	12.0	27	2
chr16	667769	667770	10.0	19	2
chr16	681374	681375	8.0	19	2
chr16	681718	681719	11.0	34	2
chr16	682125	682126	55.0	31	2
chr16	682152	682153	19.0	36	2
chr16	682323	682324	21.0	37	2
chr16	682527	682528	36.0	33	2
chr16	684750	684751	4.0	23	2
chr16	695144	695145	31.0	34	2
chr16	696895	696896	20.0	24	2
chr16	719502	719503	204.0	17	2
chr16	769318	769319	15.0	23	2
chr16	789575	789576	15.0	32	2
chr16	825607	825608	22.0	24	2
chr16	832957	832958	48.0	26	2
chr16	870436	870437	15.0	30	2
chr16	870453	870454	64.0	18	2
chr15	47673	47674	44.0	26	2
chr15	48042	48043	14.0	34	2
chr15	55286	55287	10.0	36	2
chr15	55699	55700	12.0	28	2
chr15	61234	61235	14.0	32	2
chr15	86994	86995	11.0	18	2
chr15	87016	87017	11.0	21	2
chr15	109295	109296	15.0	23	2
chr15	110142	110143	7.0	27	2
chr15	110167	110168	5.0	18	2
chr15	144073	144074	137.0	25	2
chr15	144140	144141	7.0	24	2
chr15	144266	144267	8.0	19	2
chr15	160670	160671	6.0	32	2
chr15	160683	160684	5.0	36	2
chr15	161363	161364	38.0	20	2
chr15	161798	161799	27.0	19	2
chr15	161870	161871	6.0	18	2
chr15	170495	170496	20.0	33	2
chr15	216378	216379	7.0	23	2
chr15	234179	234180	14.0	27	2
chr15	234201	234202	7.0	20	2
chr15	234222	234223	10.0	34	2
chr15	234376	234377	13.0	18	2
chr15	234518	234519	28.0	27	2
chr15	255251	255252	13.0	31	2
chr15	256777	256778	11.0	21	2
chr15	307754	307755	30.0	21	2
chr15	316100	316101	13.0	35	2
chr15	316158	316159	9.0	33	2
chr15	316180	316181	9.0	26	2
chr15	316212	316213	6.0	32	2
chr15	415973	415974	6.0	28	2
chr15	421904	421905	9.0	24	2
chr15	444347	444348	13.0	31	2
chr15	444402	444403	24.0	26	2
chr15	444433	444434	28.0	22	2
chr15	444894	444895	12.0	27	2
chr15	464552	464553	4.0	25	2
chr15	467808	467809	7.0	21	2
chr15	468224	468225	10.0	20	2
chr15	502528	502529	8.0	35	2
chr15	502557	502558	12.0	19	2
chr15	514601	514602	10.0	33	2
chr15	514843	514844	64.0	18	2
chr15	544578	544579	13.0	33	2
chr15	554869	554870	110.0	22	2
chr15	566035	566036	25.0	29	2
chr15	566090	566091	17.0	19	2
chr15	566409	566410	27.0	23	2
chr15	586440	586441	16.0	23	2
chr15	605869	605870	11.0	19	2
chr15	609253	609254	8.0	33	2
chr15	611345	611346	15.0	19	2
chr15	611793	611794	78.0	37	2
chr15	611821	611822	73.0	31	2
chr15	615112	615113	10.0	21	2
chr15	616996	616997	8.0	37	2
chr15	622353	622354	9.0	30	2
chr15	679015	679016	10.0	32	2
chr15	679059	679060	9.0	28	2
chr15	683198	683199	15.0	17	2
chr15	683457	683458	9.0	28	2
chr15	710186	710187	15.0	33	2
chr15	717151	717152	22.0	36	2
chr15	717167	717168	13.0	37	2
chr15	720047	720048	6.0	29	2
chr15	759597	759598	17.0	30	2
chr15	780041	780042	5.0	25	2
chr15	813754	813755	6.0	17	2
chr15	820233	820234	18.0	37	2
chr15	820371	820372	18.0	27	2
chr15	820394	820395	8.0	33	2
chr15	820422	820423	8.0	26	2
chr15	825998	825999	57.0	17	2
chr15	832399	832400	12.0	35	2
chr15	832467	832468	14.0	29	2
chr15	832513	832514	15.0	29	2
chr15	832541	832542	12.0	28	2
chr15	836868	836869	16.0	31	2
chr15	852041	852042	14.0	17	2
chr15	877825	877826	7.0	33	2
chr15	878610	878611	6.0	18	2
chr15	882194	882195	67.0	23	2
chr15	882256	882257	20.0	21	2
chr15	882312	882313	19.0	36	2
chr15	900040	900041	6.0	33	2
chr15	900127	900128	9.0	34	2
chr15	911828	911829	20.0	29	2
chr15	911871	911872	114.0	28	2
chr15	925436	925437	17.0	17	2
chr15	930164	930165	10.0	26	2
chr15	948674	948675	10.0	28	2
chr15	949515	949516	12.0	34	2
chr15	987874	987875	15.0	32	2
chr15	989381	989382	11.0	28	2
chr15	1000823	1000824	6.0	37	2
chr15	1000924	1000925	24.0	32	2
chr15	1017956	1017957	23.0	36	2
chr15	1028879	1028880	17.0	22	2
chr15	1036557	1036558	11.0	24	2
chr14	24263	24264	8.0	21	2
chr14	26736	26737	5.0	33	2
chr14	55784	55785	6.0	26	2
chr14	89050	89051	10.0	26	2
chr14	104129	104130	15.0	17	2
chr14	114158	114159	11.0	17	2
chr14	116110	116111	11.0	20	2
chr14	129350	129351	4.0	25	2
chr14	145912	145913	7.0	24	2
chr14	147767	147768	6.0	26	2
chr14	148454	148455	18.0	26	2
chr14	198876	198877	22.0	19	2
chr14	200325	200326	11.0	23	2
chr14	220560	220561	41.0	18	2
chr14	220583	220584	16.0	28	2
chr14	220775	220776	10.0	19	2
chr14	233793	233794	21.0	22	2
chr14	233812	233813	24.0	28	2
chr14	281611	281612	17.0	37	2
chr14	289010	289011	7.0	23	2
chr14	289048	289049	12.0	23	2
chr14	292804	292805	8.0	37	2
chr14	292907	292908	5.0	22	2
chr14	304417	304418	6.0	32	2
chr14	305319	305320	6.0	30	2
chr14	332243	332244	9.0	20	2
chr14	335861	335862	12.0	25	2
chr14	340025	340026	28.0	29	2
chr14	340050	340051	35.0	31	2
chr14	340239	340240	31.0	32	2
chr14	349934	349935	25.0	27	2
chr14	349966	349967	20.0	23	2
chr14	365930	365931	18.0	26	2
chr14	375172	375173	10.0	37	2
chr14	387018	387019	8.0	29	2
chr14	387032	387033	13.0	22	2
chr14	392916	392917	15.0	34	2
chr14	392937	392938	11.0	33	2
chr14	403056	403057	6.0	35	2
chr14	405890	405891	20.0	31	2
chr14	417565	417566	8.0	29	2
chr14	421196	421197	12.0	28	2
chr14	451896	451897	10.0	36	2
chr14	451968	451969	19.0	25	2
chr14	452002	452003	11.0	29	2
chr14	456189	456190	11.0	34	2
chr14	456228	456229	24.0	34	2
chr14	456351	456352	95.0	18	2
chr14	479290	479291	31.0	18	2
chr14	500659	500660	165.0	18	2
chr14	500752	500753	11.0	33	2
chr14	500820	500821	9.0	21	2
chr14	502393	502394	38.0	19	2
chr14	503223	503224	13.0	29	2
chr14	503428	503429	11.0	31	2
chr14	503451	503452	16.0	18	2
chr14	510377	510378	9.0	25	2
chr14	537993	537994	10.0	23	2
chr14	538026	538027	25.0	20	2
chr14	541991	541992	18.0	21	2
chr14	542048	542049	18.0	26	2
chr14	560780	560781	11.0	17	2
chr14	586244	586245	11.0	37	2
chr14	591315	591316	17.0	34	2
chr14	632599	632600	10.0	33	2
chr14	646489	646490	10.0	33	2
chr14	647079	647080	891.0	34	2
chr14	651975	651976	96.0	29	2
chr14	695416	695417	10.0	30	2
chr14	736613	736614	6.0	34	2
chr14	784153	784154	18.0	28	2
chr7	344	345	11.0	26	3
chr7	514	515	11.0	23	3
chr7	41247	41248	11.0	25	3
chr7	49143	49144	12.0	18	3
chr7	49439	49440	7.0	26	3
chr7	53618	53619	15.0	32	3
chr7	54013	54014	12.0	34	3
chr7	78957	78958	6.0	23	3
chr7	79978	79979	5.0	26	3
chr7	87118	87119	8.0	33	3
chr7	87206	87207	8.0	18	3
chr7	92277	92278	6.0	25	3
chr7	115828	115829	16.0	18	3
chr7	123935	123936	11.0	21	3
chr7	144173	144174	8.0	31	3
chr7	144613	144614	10.0	19	3
chr7	157642	157643	7.0	20	3
chr7	158009	158010	22.0	25	3
chr7	217133	217134	6.0	22	3
chr7	217184	217185	7.0	29	3
chr7	217470	217471	10.0	32	3
chr7	271459	271460	61.0	17	3
chr7	272747	272748	10.0	23	3
chr7	273201	273202	4.0	26	3
chr7	316021	316022	14.0	24	3
chr7	345784	345785	26.0	35	3
chr7	346538	346539	5.0	37	3
chr7	377299	377300	92.0	19	3
chr7	438457	438458	6.0	24	3
chr7	448697	448698	13.0	18	3
chr7	472941	472942	9.0	25	3
chr7	513324	513325	9.0	32	3
chr7	561764	561765	9.0	19	3
chr7	581887	581888	16.0	25	3
chr7	599714	599715	4.0	28	3
chr7	610009	610010	20.0	23	3
chr7	640417	640418	11.0	21	3
chr7	640593	640594	20.0	23	3
chr7	672016	672017	13.0	34	3
chr7	674096	674097	7.0	25	3
chr7	681144	681145	8.0	28	3
chr7	700662	700663	10.0	19	3
chr7	700701	700702	10.0	27	3
chr7	718743	718744	36.0	35	3
chr7	729516	729517	17.0	34	3
chr7	731217	731218	13.0	28	3
chr7	754118	754119	14.0	27	3
chr7	754160	754161	8.0	37	3
chr7	754209	754210	5.0	19	3
chr7	761182	761183	18.0	34	3
chr7	761292	761293	13.0	32	3
chr7	781201	781202	7.0	20	3
chr7	800348	800349	8.0	31	3
chr7	823477	823478	13.0	31	3
chr7	843539	843540	12.0	28	3
chr7	843677	843678	79.0	23	3
chr7	866456	866457	5.0	25	3
chr7	878836	878837	5.0	21	3
chr7	882427	882428	5.0	22	3
chr7	882462	882463	7.0	28	3
chr7	883001	883002	10.0	32	3
chr7	884329	884330	16.0	24	3
chr7	889164	889165	4.0	25	3
chr7	892318	892319	13.0	17	3
chr7	897330	897331	34.0	20	3
chr7	897417	897418	6.0	33	3
chr7	953745	953746	39.0	36	3
chr7	953938	953939	7.0	18	3
chr7	970373	970374	5.0	18	3
chr7	974659	974660	9.0	24	3
chr7	974678	974679	37.0	29	3
chr7	1022609	1022610	9.0	34	3
chr7	1026179	1026180	37.0	21	3
chr7	1084214	1084215	430.0	26	3
chr6	90192	90193	10.0	35	3
chr6	90210	90211	21.0	24	3
chr6	90462	90463	32.0	24	3
chr6	95681	95682	11.0	19	3
chr6	105370	105371	5.0	21	3
chr6	106535	106536	81.0	37	3
chr6	106563	106564	34.0	27	3
chr6	107824	107825	7.0	22	3
chr6	122894	122895	7.0	37	3
chr6	130097	130098	51.0	21	3
chr6	205020	205021	9.0	33	3
chr6	224450	224451	38.0	17	3
chr6	226087	226088	11.0	26	3
chr6	249815	249816	6.0	25	3
chr6	252021	252022	14.0	29	3
chr6	252200	252201	13.0	20	3
chr5	13214	13215	9.0	18	3
chr5	58270	58271	19.0	25	3
chr5	60321	60322	9.0	21	3
chr5	85558	85559	6.0	25	3
chr5	85577	85578	4.0	19	3
chr5	101543	101544	14.0	21	3
chr5	111259	111260	24.0	36	3
chr5	117973	117974	7.0	28	3
chr5	151072	151073	9.0	36	3
chr5	178199	178200	8.0	29	3
chr5	192114	192115	70.0	30	3
chr5	192135	192136	77.0	29	3
chr5	192320	192321	17.0	28	3
chr5	221663	221664	106.0	31	3
chr5	229137	229138	7.0	33	3
chr5	229154	229155	10.0	24	3
chr5	229417	229418	12.0	35	3
chr5	229520	229521	26.0	36	3
chr5	229694	229695	22.0	22	3
chr5	229865	229866	11.0	36	3
chr5	230314	230315	11.0	27	3
chr5	254484	254485	17.0	26	3
chr5	254693	254694	15.0	29	3
chr5	281345	281346	8.0	19	3
chr5	281581	281582	7.0	32	3
chr5	282030	282031	4.0	31	3
chr5	284757	284758	39.0	24	3
chr5	284866	284867	19.0	21	3
chr5	287388	287389	11.0	36	3
chr5	287583	287584	8.0	20	3
chr5	287601	287602	4.0	19	3
chr5	322159	322160	6.0	33	3
chr5	349746	349747	177.0	32	3
chr5	354909	354910	22.0	20	3
chr5	371828	371829	12.0	27	3
chr5	371890	371891	9.0	25	3
chr5	386345	386346	17.0	35	3
chr5	386436	386437	20.0	28	3
chr5	394081	394082	4.0	29	3
chr5	422572	422573	10.0	24	3
chr5	442381	442382	14.0	20	3
chr5	462687	462688	13.0	35	3
chr5	474504	474505	18.0	19	3
chr5	481669	481670	16.0	33	3
chr5	492309	492310	96.0	23	3
chr5	503834	503835	6.0	26	3
chr5	504019	504020	11.0	29	3
chr5	541588	541589	13.0	25	3
chr5	570043	570044	13.0	31	3
chr5	570092	570093	34.0	32	3
chr4	76	77	39.0	33	3
chr4	38016	38017	5.0	36	3
chr4	38043	38044	11.0	22	3
chr4	38285	38286	5.0	27	3
chr4	38431	38432	16.0	33	3
chr4	52235	52236	20.0	19	3
chr4	52271	52272	28.0	17	3
chr4	73622	73623	7.0	22	3
chr4	78186	78187	10.0	28	3
chr4	87200	87201	13.0	17	3
chr4	107119	107120	6.0	29	3
chr4	121508	121509	7.0	19	3
chr4	124282	124283	8.0	27	3
chr4	125242	125243	20.0	23	3
chr4	129535	129536	5.0	25	3
chr4	130708	130709	28.0	24	3
chr4	145473	145474	5.0	17	3
chr4	145586	145587	16.0	21	3
chr4	146001	146002	15.0	25	3
chr4	147822	147823	20.0	35	3
chr4	167669	167670	33.0	26	3
chr4	167903	167904	14.0	25	3
chr4	177621	177622	9.0	27	3
chr4	190807	190808	25.0	29	3
chr4	215530	215531	10.0	17	3
chr4	234245	234246	46.0	34	3
chr4	234267	234268	27.0	24	3
chr4	238877	238878	8.0	22	3
chr4	255181	255182	10.0	21	3
chr4	300258	300259	9.0	22	3
chr4	300326	300327	11.0	21	3
chr4	341361	341362	6.0	32	3
chr4	352498	352499	17.0	30	3
chr4	363024	363025	20.0	31	3
chr4	363041	363042	37.0	23	3
chr4	371652	371653	6.0	33	3
chr4	394052	394053	19.0	29	3
chr4	399130	399131	8.0	36	3
chr4	407556	407557	9.0	19	3
chr4	416971	416972	6.0	35	3
chr4	437847	437848	79.0	17	3
chr4	478799	478800	9.0	22	3
chr4	498346	498347	22.0	37	3
chr4	501528	501529	21.0	23	3
chr4	501626	501627	37.0	26	3
chr4	539577	539578	17.0	31	3
chr4	539604	539605	30.0	20	3
chr4	539772	539773	8.0	32	3
chr4	544435	544436	9.0	21	3
chr4	555422	555423	5.0	24	3
chr4	555508	555509	7.0	25	3
chr4	556942	556943	11.0	36	3
chr4	568872	568873	9.0	31	3
chr4	570529	570530	6.0	32	3
chr4	592183	592184	38.0	22	3
chr4	592849	592850	10.0	25	3
chr4	605098	605099	18.0	37	3
chr4	626259	626260	17.0	27	3
chr4	636109	636110	8.0	23	3
chr4	636261	636262	15.0	35	3
chr4	645220	645221	9.0	31	3
chr4	677771	677772	17.0	27	3
chr4	722641	722642	64.0	30	3
chr4	746378	746379	9.0	20	3
chr4	746680	746681	6.0	26	3
chr4	751061	751062	11.0	28	3
chr4	751493	751494	14.0	20	3
chr4	769187	769188	16.0	31	3
chr4	769487	769488	13.0	23	3
chr4	769668	769669	6.0	25	3
chr4	792605	792606	4.0	31	3
chr4	811363	811364	6.0	37	3
chr4	812044	812045	15.0	26	3
chr4	812170	812171	5.0	37	3
chr4	835957	835958	12.0	31	3
chr4	867669	867670	55.0	26	3
chr4	867795	867796	20.0	23	3
chr4	867814	867815	20.0	21	3
chr4	900243	900244	5.0	35	3
chr4	906749	906750	9.0	22	3
chr4	927002	927003	117.0	20	3
chr4	935927	935928	18.0	28	3
chr4	941327	941328	8.0	17	3
chr4	971533	971534	9.0	24	3
chr4	996357	996358	7.0	37	3
chr4	1071917	1071918	19.0	17	3
chr4	1081343	1081344	17.0	21	3
chr4	1090024	1090025	5.0	37	3
chr4	1090180	1090181	34.0	18	3
chr4	1090330	1090331	75.0	27	3
chr4	1114229	1114230	19.0	28	3
chr4	1126204	1126205	16.0	32	3
chr4	1126356	1126357	15.0	37	3
chr4	1135603	1135604	56.0	20	3
chr4	1140681	1140682	4.0	27	3
chr4	1174373	1174374	13.0	19	3
chr4	1175819	1175820	16.0	34	3
chr4	1185909	1185910	13.0	25	3
chr4	1193722	1193723	6.0	17	3
chr4	1194974	1194975	23.0	26	3
chr4	1195047	1195048	9.0	17	3
chr4	1229910	1229911	4.0	36	3
chr4	1358922	1358923	9.0	34	3
chr4	1358969	1358970	20.0	31	3
chr4	1358992	1358993	18.0	36	3
chr4	1362441	1362442	9.0	21	3
chr4	1362720	1362721	4.0	23	3
chr4	1369221	1369222	6.0	26	3
chr4	1369249	1369250	5.0	24	3
chr4	1394977	1394978	23.0	35	3
chr4	1447171	1447172	29.0	19	3
chr4	1447190	1447191	10.0	31	3
chr4	1447221	1447222	4.0	19	3
chr4	1447304	1447305	12.0	32	3
chr4	1447395	1447396	8.0	32	3
chr4	1468980	1468981	7.0	30	3
chr4	1483679	1483680	19.0	20	3
chr4	1490377	1490378	16.0	23	3
chr4	1493154	1493155	11.0	23	3
chr4	1493267	1493268	34.0	23	3
chr3	284	285	13.0	28	3
chr3	374	375	26.0	27	3
chr3	24478	24479	18.0	21	3
chr3	31219	31220	5.0	29	3
chr3	50633	50634	12.0	26	3
chr3	51034	51035	18.0	31	3
chr3	51635	51636	7.0	36	3
chr3	51770	51771	15.0	17	3
chr3	123851	123852	18.0	32	3
chr3	124072	124073	9.0	37	3
chr3	138455	138456	9.0	19	3
chr3	138572	138573	4.0	34	3
chr3	138824	138825	11.0	18	3
chr3	147219	147220	30.0	18	3
chr3	163697	163698	29.0	35	3
chr3	179569	179570	11.0	19	3
chr3	213946	213947	23.0	22	3
chr3	237223	237224	7.0	33	3
chr3	242293	242294	10.0	23	3
chr3	266387	266388	40.0	36	3
chr3	289343	289344	12.0	22	3
chr3	316371	316372	107.0	17	3
chr3	316511	316512	20.0	29	3
chr2	109	110	8.0	22	3
chr2	36579	36580	24.0	28	3
chr2	36616	36617	14.0	17	3
chr2	79839	79840	4.0	26	3
chr2	80911	80912	25.0	28	3
chr2	84383	84384	13.0	26	3
chr2	84501	84502	23.0	23	3
chr2	110966	110967	11.0	37	3
chr2	116889	116890	17.0	24	3
chr2	116915	116916	19.0	21	3
chr2	117034	117035	15.0	27	3
chr2	124868	124869	5.0	29	3
chr2	124911	124912	14.0	36	3
chr2	137365	137366	16.0	32	3
chr2	151398	151399	28.0	18	3
chr2	151420	151421	10.0	37	3
chr2	158611	158612	6.0	34	3
chr2	164959	164960	12.0	36	3
chr2	171252	171253	7.0	19	3
chr2	185800	185801	7.0	31	3
chr2	197491	197492	17.0	35	3
chr2	201813	201814	23.0	37	3
chr2	202375	202376	15.0	28	3
chr2	202423	202424	20.0	20	3
chr2	203228	203229	34.0	28	3
chr2	237214	237215	4.0	19	3
chr2	273578	273579	7.0	18	3
chr2	306162	306163	9.0	31	3
chr2	306807	306808	9.0	30	3
chr2	315403	315404	21.0	26	3
chr2	337134	337135	37.0	27	3
chr2	373301	373302	5.0	32	3
chr2	373541	373542	5.0	36	3
chr2	391881	391882	9.0	33	3
chr2	392060	392061	18.0	29	3
chr2	444823	444824	5.0	26	3
chr2	444857	444858	8.0	20	3
chr2	493022	493023	9.0	24	3
chr2	527017	527018	23.0	25	3
chr2	527073	527074	5.0	37	3
chr2	565579	565580	14.0	22	3
chr2	565596	565597	13.0	33	3
chr2	593743	593744	11.0	36	3
chr2	615270	615271	36.0	21	3
chr2	661740	661741	9.0	27	3
chr2	663143	663144	7.0	17	3
chr2	679262	679263	6.0	27	3
chr2	686714	686715	26.0	18	3
chr2	723068	723069	12.0	19	3
chr2	723159	723160	30.0	29	3
chr2	723200	723201	12.0	18	3
chr2	728698	728699	5.0	32	3
chr1	512	513	25.0	32	3
chr1	71636	71637	5.0	31	3
chr1	72805	72806	11.0	34	3
chr1	86873	86874	9.0	17	3
chr1	87257	87258	13.0	19	3
chr1	169137	169138	22.0	22	3
chr1	181099	181100	5.0	36	3
chr1	229702	229703	22.0	28	3
chr1	230119	230120	24.0	26	3
chr9	41392	41393	9.0	19	3
chr9	67691	67692	4.0	26	3
chr9	93429	93430	6.0	23	3
chr9	113532	113533	18.0	25	3
chr9	113556	113557	10.0	35	3
chr9	151407	151408	16.0	22	3
chr9	151740	151741	8.0	17	3
chr9	151785	151786	12.0	28	3
chr9	166287	166288	5.0	30	3
chr9	170073	170074	17.0	37	3
chr9	175016	175017	13.0	23	3
chr9	244495	244496	20.0	21	3
chr9	244800	244801	6.0	32	3
chr9	344057	344058	13.0	32	3
chr9	350211	350212	11.0	30	3
chr9	360207	360208	18.0	18	3
chr9	360234	360235	20.0	26	3
chr9	360339	360340	11.0	29	3
chr9	380780	380781	14.0	23	3
chr9	380843	380844	5.0	30	3
chr9	380873	380874	21.0	20	3
chr9	439323	439324	40.0	36	3
chr8	51470	51471	14.0	26	3
chr8	62714	62715	8.0	31	3
chr8	62738	62739	17.0	19	3
chr8	99600	99601	13.0	26	3
chr8	117338	117339	5.0	34	3
chr8	117391	117392	8.0	26	3
chr8	119679	119680	5.0	35	3
chr8	120192	120193	13.0	17	3
chr8	146322	146323	12.0	20	3
chr8	160350	160351	8.0	32	3
chr8	187849	187850	44.0	36	3
chr8	187874	187875	31.0	22	3
chr8	187910	187911	10.0	37	3
chr8	188105	188106	11.0	27	3
chr8	227981	227982	9.0	34	3
chr8	267320	267321	10.0	24	3
chr8	272713	272714	9.0	23	3
chr8	373512	373513	16.0	36	3
chr8	373541	373542	9.0	19	3
chr8	374592	374593	31.0	18	3
chr8	389839	389840	12.0	31	3
chr8	411066	411067	4.0	26	3
chr8	443603	443604	307.0	29	3
chr8	452899	452900	10.0	20	3
chr8	453762	453763	4.0	17	3
chr8	498959	498960	9.0	27	3
chr8	506089	506090	20.0	37	3
chr8	506120	506121	14.0	20	3
chr8	506782	506783	5.0	36	3
chr8	553736	553737	18.0	19	3
chr8	562457	562458	20.0	28	3
chr8	562477	562478	40.0	28	3
chr13	26179	26180	5.0	22	3
chr13	29266	29267	7.0	28	3
chr13	30244	30245	9.0	36	3
chr13	30348	30349	18.0	21	3
chr13	43782	43783	15.0	34	3
chr13	68101	68102	5.0	18	3
chr13	68344	68345	12.0	20	3
chr13	104300	104301	8.0	33	3
chr13	104315	104316	8.0	35	3
chr13	104595	104596	39.0	20	3
chr13	104813	104814	12.0	26	3
chr13	104841	104842	10.0	27	3
chr13	135089	135090	10.0	24	3
chr13	170053	170054	13.0	30	3
chr13	195945	195946	6.0	31	3
chr13	214115	214116	4.0	18	3
chr13	247700	247701	8.0	31	3
chr13	267051	267052	18.0	25	3
chr13	271666	271667	17.0	19	3
chr13	271955	271956	43.0	33	3
chr13	271971	271972	27.0	37	3
chr13	272356	272357	19.0	20	3
chr13	302835	302836	32.0	32	3
chr13	306805	306806	22.0	17	3
chr13	307107	307108	8.0	22	3
chr13	349966	349967	76.0	32	3
chr13	352251	352252	20.0	21	3
chr13	354859	354860	5.0	20	3
chr13	483169	483170	58.0	18	3
chr13	483290	483291	96.0	21	3
chr13	483325	483326	17.0	18	3
chr13	501890	501891	4.0	19	3
chr13	501913	501914	8.0	28	3
chr13	501986	501987	127.0	17	3
chr13	510874	510875	10.0	25	3
chr13	510919	510920	8.0	19	3
chr13	510970	510971	13.0	31	3
